1.0682 	WARNING 	sounddevice audio lib was requested but not loaded: sounddevice not working
40.5263 	EXP 	imageTrailBefore_1: autoDraw = False
40.5263 	EXP 	imageTrialBefore_2: autoDraw = False
40.5263 	EXP 	imageTrialBefore_3: autoDraw = False
40.5263 	EXP 	imageTrialCue_1: image = 'images/light_grey_box_with_cue'
40.5263 	EXP 	imageTrialCue_2: image = 'images/light_grey_box'
40.5263 	EXP 	imageTrialCue_3: image = 'images/light_grey_box'
40.5263 	EXP 	imageTrialCue_1: autoDraw = True
40.5263 	EXP 	imageTrialCue_2: autoDraw = True
40.5263 	EXP 	imageTrialCue_3: autoDraw = True
40.6377 	WARNING 	Requested image 'images/light_grey_box' not found but similar filename 'images/light_grey_box.png' exists. This will be used instead but changing the filename is advised.
40.6497 	WARNING 	Requested image 'images/light_grey_box_with_target' not found but similar filename 'images/light_grey_box_with_target.png' exists. This will be used instead but changing the filename is advised.
40.6632 	WARNING 	Requested image 'images/light_grey_box' not found but similar filename 'images/light_grey_box.png' exists. This will be used instead but changing the filename is advised.
40.6761 	EXP 	imageTrialCue_1: autoDraw = False
40.6761 	EXP 	imageTrialCue_2: autoDraw = False
40.6761 	EXP 	imageTrialCue_3: autoDraw = False
40.6761 	EXP 	imageTrialTarget_1: image = 'images/light_grey_box'
40.6761 	EXP 	imageTrialTarget_2: image = 'images/light_grey_box_with_target'
40.6761 	EXP 	imageTrialTarget_3: image = 'images/light_grey_box'
40.6786 	EXP 	imageTrialTarget_1: autoDraw = True
40.6786 	EXP 	imageTrialTarget_2: autoDraw = True
40.6786 	EXP 	imageTrialTarget_3: autoDraw = True
40.8273 	EXP 	imageTrialTarget_1: autoDraw = False
40.8273 	EXP 	imageTrialTarget_2: autoDraw = False
40.8273 	EXP 	imageTrialTarget_3: autoDraw = False
40.8825 	DATA 	Keypress: space
40.8848 	EXP 	imageTrialTarget_1: autoDraw = False
40.8848 	EXP 	imageTrialTarget_2: autoDraw = False
40.8848 	EXP 	imageTrialTarget_3: autoDraw = False
40.8848 	EXP 	textBlank500: autoDraw = True
41.3841 	EXP 	New trial (rep=0, index=4): OrderedDict([('image_cue_1', 'images/light_grey_box'), ('image_cue_2', 'images/light_grey_box'), ('image_cue_3', 'images/light_grey_box_with_cue'), ('image_target_1', 'images/light_grey_box'), ('image_target_2', 'images/light_grey_box_with_target'), ('image_target_3', 'images/light_grey_box'), ('targetStart', 0), ('startTime', 0.1), ('endTime', 0.25)])
41.3865 	EXP 	textBlank500: autoDraw = False
41.3865 	EXP 	imageTrailBefore_1: autoDraw = True
41.3865 	EXP 	imageTrialBefore_2: autoDraw = True
41.3865 	EXP 	imageTrialBefore_3: autoDraw = True
42.3856 	WARNING 	Requested image 'images/light_grey_box' not found but similar filename 'images/light_grey_box.png' exists. This will be used instead but changing the filename is advised.
42.3973 	WARNING 	Requested image 'images/light_grey_box' not found but similar filename 'images/light_grey_box.png' exists. This will be used instead but changing the filename is advised.
42.4090 	WARNING 	Requested image 'images/light_grey_box_with_cue' not found but similar filename 'images/light_grey_box_with_cue.png' exists. This will be used instead but changing the filename is advised.
42.4247 	EXP 	imageTrailBefore_1: autoDraw = False
42.4247 	EXP 	imageTrialBefore_2: autoDraw = False
42.4247 	EXP 	imageTrialBefore_3: autoDraw = False
42.4247 	EXP 	imageTrialCue_1: image = 'images/light_grey_box'
42.4247 	EXP 	imageTrialCue_2: image = 'images/light_grey_box'
42.4247 	EXP 	imageTrialCue_3: image = 'images/light_grey_box_with_cue'
42.4247 	EXP 	imageTrialCue_1: autoDraw = True
42.4247 	EXP 	imageTrialCue_2: autoDraw = True
42.4247 	EXP 	imageTrialCue_3: autoDraw = True
42.5343 	WARNING 	Requested image 'images/light_grey_box' not found but similar filename 'images/light_grey_box.png' exists. This will be used instead but changing the filename is advised.
42.5463 	WARNING 	Requested image 'images/light_grey_box_with_target' not found but similar filename 'images/light_grey_box_with_target.png' exists. This will be used instead but changing the filename is advised.
42.5600 	WARNING 	Requested image 'images/light_grey_box' not found but similar filename 'images/light_grey_box.png' exists. This will be used instead but changing the filename is advised.
42.5752 	EXP 	imageTrialCue_1: autoDraw = False
42.5752 	EXP 	imageTrialCue_2: autoDraw = False
42.5752 	EXP 	imageTrialCue_3: autoDraw = False
42.5752 	EXP 	imageTrialTarget_1: image = 'images/light_grey_box'
42.5752 	EXP 	imageTrialTarget_2: image = 'images/light_grey_box_with_target'
42.5752 	EXP 	imageTrialTarget_3: image = 'images/light_grey_box'
42.5837 	EXP 	imageTrialTarget_1: autoDraw = True
42.5837 	EXP 	imageTrialTarget_2: autoDraw = True
42.5837 	EXP 	imageTrialTarget_3: autoDraw = True
42.7418 	EXP 	imageTrialTarget_1: autoDraw = False
42.7418 	EXP 	imageTrialTarget_2: autoDraw = False
42.7418 	EXP 	imageTrialTarget_3: autoDraw = False
42.7725 	DATA 	Keypress: space
42.7765 	EXP 	imageTrialTarget_1: autoDraw = False
42.7765 	EXP 	imageTrialTarget_2: autoDraw = False
42.7765 	EXP 	imageTrialTarget_3: autoDraw = False
42.7765 	EXP 	textBlank500: autoDraw = True
43.2745 	EXP 	New trial (rep=0, index=5): OrderedDict([('image_cue_1', 'images/light_grey_box_with_cue'), ('image_cue_2', 'images/light_grey_box'), ('image_cue_3', 'images/light_grey_box'), ('image_target_1', 'images/light_grey_box_with_target'), ('image_target_2', 'images/light_grey_box'), ('image_target_3', 'images/light_grey_box'), ('targetStart', 0), ('startTime', 0.5), ('endTime', 0.65)])
43.2768 	EXP 	textBlank500: autoDraw = False
43.2768 	EXP 	textBlank500: autoDraw = False
43.2768 	EXP 	imageTrailBefore_1: autoDraw = True
43.2768 	EXP 	imageTrialBefore_2: autoDraw = True
43.2768 	EXP 	imageTrialBefore_3: autoDraw = True
44.2752 	WARNING 	Requested image 'images/light_grey_box_with_cue' not found but similar filename 'images/light_grey_box_with_cue.png' exists. This will be used instead but changing the filename is advised.
44.2891 	WARNING 	Requested image 'images/light_grey_box' not found but similar filename 'images/light_grey_box.png' exists. This will be used instead but changing the filename is advised.
44.3004 	WARNING 	Requested image 'images/light_grey_box' not found but similar filename 'images/light_grey_box.png' exists. This will be used instead but changing the filename is advised.
44.3136 	EXP 	imageTrailBefore_1: autoDraw = False
44.3136 	EXP 	imageTrialBefore_2: autoDraw = False
44.3136 	EXP 	imageTrialBefore_3: autoDraw = False
44.3136 	EXP 	imageTrialCue_1: image = 'images/light_grey_box_with_cue'
44.3136 	EXP 	imageTrialCue_2: image = 'images/light_grey_box'
44.3136 	EXP 	imageTrialCue_3: image = 'images/light_grey_box'
44.3136 	EXP 	imageTrialCue_1: autoDraw = True
44.3136 	EXP 	imageTrialCue_2: autoDraw = True
44.3136 	EXP 	imageTrialCue_3: autoDraw = True
44.4260 	WARNING 	Requested image 'images/light_grey_box_with_target' not found but similar filename 'images/light_grey_box_with_target.png' exists. This will be used instead but changing the filename is advised.
44.4396 	WARNING 	Requested image 'images/light_grey_box' not found but similar filename 'images/light_grey_box.png' exists. This will be used instead but changing the filename is advised.
44.4513 	WARNING 	Requested image 'images/light_grey_box' not found but similar filename 'images/light_grey_box.png' exists. This will be used instead but changing the filename is advised.
44.4649 	EXP 	imageTrialCue_1: autoDraw = False
44.4649 	EXP 	imageTrialCue_2: autoDraw = False
44.4649 	EXP 	imageTrialCue_3: autoDraw = False
44.4649 	EXP 	imageTrialTarget_1: image = 'images/light_grey_box_with_target'
44.4649 	EXP 	imageTrialTarget_2: image = 'images/light_grey_box'
44.4649 	EXP 	imageTrialTarget_3: image = 'images/light_grey_box'
44.4706 	EXP 	imageTrialTarget_1: autoDraw = True
44.4706 	EXP 	imageTrialTarget_2: autoDraw = True
44.4706 	EXP 	imageTrialTarget_3: autoDraw = True
44.6183 	EXP 	imageTrialTarget_1: autoDraw = False
44.6183 	EXP 	imageTrialTarget_2: autoDraw = False
44.6183 	EXP 	imageTrialTarget_3: autoDraw = False
44.6646 	DATA 	Keypress: space
44.6671 	EXP 	imageTrialTarget_1: autoDraw = False
44.6671 	EXP 	imageTrialTarget_2: autoDraw = False
44.6671 	EXP 	imageTrialTarget_3: autoDraw = False
44.6671 	EXP 	textBlank500: autoDraw = True
45.1655 	EXP 	New trial (rep=0, index=6): OrderedDict([('image_cue_1', 'images/light_grey_box_with_cue'), ('image_cue_2', 'images/light_grey_box'), ('image_cue_3', 'images/light_grey_box'), ('image_target_1', 'images/light_grey_box'), ('image_target_2', 'images/light_grey_box_with_target'), ('image_target_3', 'images/light_grey_box'), ('targetStart', 0), ('startTime', 0.2), ('endTime', 0.35)])
45.1679 	EXP 	textBlank500: autoDraw = False
45.1679 	EXP 	textBlank500: autoDraw = False
45.1679 	EXP 	imageTrailBefore_1: autoDraw = True
45.1679 	EXP 	imageTrialBefore_2: autoDraw = True
45.1679 	EXP 	imageTrialBefore_3: autoDraw = True
46.1674 	WARNING 	Requested image 'images/light_grey_box_with_cue' not found but similar filename 'images/light_grey_box_with_cue.png' exists. This will be used instead but changing the filename is advised.
46.1815 	WARNING 	Requested image 'images/light_grey_box' not found but similar filename 'images/light_grey_box.png' exists. This will be used instead but changing the filename is advised.
46.1933 	WARNING 	Requested image 'images/light_grey_box' not found but similar filename 'images/light_grey_box.png' exists. This will be used instead but changing the filename is advised.
46.2068 	EXP 	imageTrailBefore_1: autoDraw = False
46.2068 	EXP 	imageTrialBefore_2: autoDraw = False
46.2068 	EXP 	imageTrialBefore_3: autoDraw = False
46.2068 	EXP 	imageTrialCue_1: image = 'images/light_grey_box_with_cue'
