image_cue_1,image_cue_2,image_cue_3,image_target_1,image_target_2,image_target_3,targetStart,startTime,endTime,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,textWelcome.started,textWelcome.stopped,keyWelcome.keys,keyWelcome.rt,keyWelcome.started,keyWelcome.stopped,textStart.started,textStart.stopped,keyStart.keys,keyStart.rt,keyStart.started,keyStart.stopped,imageTrailBefore_1.started,imageTrailBefore_1.stopped,imageTrialBefore_2.started,imageTrialBefore_2.stopped,imageTrialBefore_3.started,imageTrialBefore_3.stopped,imageTrialCue_1.started,imageTrialCue_1.stopped,imageTrialCue_2.started,imageTrialCue_2.stopped,imageTrialCue_3.started,imageTrialCue_3.stopped,TrialSceenTargetStart,TrialSceenTargetEnd,imageTrialTarget_1.started,imageTrialTarget_1.stopped,imageTrialTarget_2.started,imageTrialTarget_2.stopped,imageTrialTarget_3.started,imageTrialTarget_3.stopped,keyResponse.keys,keyResponse.rt,keyResponse.started,keyResponse.stopped,textBlank500.started,textBlank500.stopped,participant,session,date,expName,psychopyVersion,frameRate,
images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box,images/light_grey_box_with_target,images/light_grey_box,images/light_grey_box,0,0.3,0.45,0,8,8,86,,,,,,,,,,,,,36.780769300006796,None,36.780769300006796,None,36.780769300006796,None,37.792579300003126,None,37.792579300003126,None,37.792579300003126,None,0.2,0.35,37.940300500020385,38.13016970001627,37.940300500020385,38.13016970001627,37.940300500020385,38.13016970001627,space,1.0356270000338554,37.940300500020385,None,38.9983632999938,None,5,001,2020_Apr_15_1939,experiment,2020.1.3,59.95840086580645,
images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box,0,0.3,0.45,0,9,9,88,,,,,,,,,,,,,39.51338449999457,None,39.51338449999457,None,39.51338449999457,None,40.523569600016344,None,40.523569600016344,None,40.523569600016344,None,0.1,0.25,40.71316739998292,40.81327969999984,40.71316739998292,40.81327969999984,40.71316739998292,40.81327969999984,space,0.6336599999922328,40.71316739998292,None,41.364109400019515,None,5,001,2020_Apr_15_1939,experiment,2020.1.3,59.95840086580645,
images/light_grey_box,images/light_grey_box,images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box,images/light_grey_box,0,0.05,0.2,0,10,10,39,,,,,,,,,,,,,41.87951729999622,None,41.87951729999622,None,41.87951729999622,None,42.888146399986,None,42.888146399986,None,42.888146399986,None,0.1,0.25,43.06266280001728,43.21268240001518,43.06266280001728,43.21268240001518,43.06266280001728,43.21268240001518,space,0.7513945000246167,43.06266280001728,None,43.831723499984946,None,5,001,2020_Apr_15_1939,experiment,2020.1.3,59.95840086580645,
images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box_with_target,images/light_grey_box,0,0.5,0.65,0,11,11,116,,,,,,,,,,,,,44.34641960001318,None,44.34641960001318,None,44.34641960001318,None,45.36548109998694,None,45.36548109998694,None,45.36548109998694,None,0.05,0.2,45.58024350000778,45.663684299972374,45.58024350000778,45.663684299972374,45.58024350000778,45.663684299972374,space,0.6311688999994658,45.58024350000778,None,46.233423799974844,None,5,001,2020_Apr_15_1939,experiment,2020.1.3,59.95840086580645,
images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box_with_target,images/light_grey_box,0,0.5,0.65,0,12,12,105,,,,,,,,,,,,,46.74568739999086,None,46.74568739999086,None,46.74568739999086,None,47.756700499972794,None,47.756700499972794,None,47.756700499972794,None,0.3,0.44999999999999996,47.90599790000124,48.061628700001165,47.90599790000124,48.061628700001165,47.90599790000124,48.061628700001165,space,0.4307530999649316,47.90599790000124,None,48.36310760001652,None,5,001,2020_Apr_15_1939,experiment,2020.1.3,59.95840086580645,
images/light_grey_box,images/light_grey_box,images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box,images/light_grey_box,0,0.2,0.35,0,13,13,79,,,,,,,,,,,,,48.87827190000098,None,48.87827190000098,None,48.87827190000098,None,49.89200370002072,None,49.89200370002072,None,49.89200370002072,None,0.3,0.44999999999999996,50.048267400008626,50.22778700001072,50.048267400008626,50.22778700001072,50.048267400008626,50.22778700001072,space,0.8256649999530055,50.048267400008626,None,50.89593739999691,None,5,001,2020_Apr_15_1939,experiment,2020.1.3,59.95840086580645,
images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box_with_target,images/light_grey_box,0,0.3,0.45,0,14,14,94,,,,,,,,,,,,,51.411018699989654,None,51.411018699989654,None,51.411018699989654,None,52.42359730001772,None,52.42359730001772,None,52.42359730001772,None,0.05,0.2,52.66065969999181,52.87751640001079,52.66065969999181,52.87751640001079,52.66065969999181,52.87751640001079,space,0.3331303999875672,52.66065969999181,None,53.012138599995524,None,5,001,2020_Apr_15_1939,experiment,2020.1.3,59.95840086580645,
images/light_grey_box,images/light_grey_box,images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box_with_target,images/light_grey_box,0,0.3,0.45,0,15,15,92,,,,,,,,,,,,,53.52718520001508,None,53.52718520001508,None,53.52718520001508,None,54.5356230000034,None,54.5356230000034,None,54.5356230000034,None,0.1,0.25,54.776913699985016,54.893512599985115,54.776913699985016,54.893512599985115,54.776913699985016,54.893512599985115,space,0.2609184000175446,54.776913699985016,None,55.06087629997637,None,5,001,2020_Apr_15_1939,experiment,2020.1.3,59.95840086580645,
images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box_with_target,images/light_grey_box,0,0.3,0.45,0,16,16,82,,,,,,,,,,,,,55.560144199989736,None,55.560144199989736,None,55.560144199989736,None,56.5719593000249,None,56.5719593000249,None,56.5719593000249,None,0.05,0.2,56.84522159997141,56.9430933999829,56.84522159997141,56.9430933999829,56.84522159997141,56.9430933999829,space,0.15254929999355227,56.84522159997141,None,57.02919779997319,None,5,001,2020_Apr_15_1939,experiment,2020.1.3,59.95840086580645,
images/light_grey_box,images/light_grey_box,images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box_with_target,images/light_grey_box,0,0.05,0.2,0,17,17,31,,,,,,,,,,,,,57.54495140002109,None,57.54495140002109,None,57.54495140002109,None,58.561755599977914,None,58.561755599977914,None,58.561755599977914,None,0.05,0.2,58.743971000018064,58.96048259997042,58.743971000018064,58.96048259997042,58.743971000018064,58.96048259997042,space,0.2202568000066094,58.743971000018064,None,58.997315799992066,None,5,001,2020_Apr_15_1939,experiment,2020.1.3,59.95840086580645,
images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box_with_target,images/light_grey_box,0,0.5,0.65,0,18,18,103,,,,,,,,,,,,,59.510052199999336,None,59.510052199999336,None,59.510052199999336,None,60.527991399983875,None,60.527991399983875,None,60.527991399983875,None,0.3,0.44999999999999996,60.69295609998517,60.858981999976095,60.69295609998517,60.858981999976095,60.69295609998517,60.858981999976095,space,0.24003089999314398,60.69295609998517,None,60.961219599994365,None,5,001,2020_Apr_15_1939,experiment,2020.1.3,59.95840086580645,
images/light_grey_box,images/light_grey_box,images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box_with_target,images/light_grey_box,0,0.5,0.65,0,19,19,110,,,,,,,,,,,,,61.4756571999751,None,61.4756571999751,None,61.4756571999751,None,62.48387039999943,None,62.48387039999943,None,62.48387039999943,None,0.05,0.2,62.63513170002261,None,62.63513170002261,None,62.63513170002261,None,space,0.22111749998293817,62.63513170002261,None,62.876664499985054,None,5,001,2020_Apr_15_1939,experiment,2020.1.3,59.95840086580645,
images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box,0,0.1,0.25,0,20,20,48,,,,,,,,,,,,,63.392076699994504,None,63.392076699994504,None,63.392076699994504,None,64.40266530000372,None,64.40266530000372,None,64.40266530000372,None,0.0,0.15,64.57652699999744,64.72534980002092,64.57652699999744,64.72534980002092,64.57652699999744,64.72534980002092,space,0.14117319998331368,64.57652699999744,None,64.74287750001531,None,5,001,2020_Apr_15_1939,experiment,2020.1.3,59.95840086580645,
images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box,images/light_grey_box_with_target,images/light_grey_box,images/light_grey_box,0,0.5,0.65,0,21,21,106,,,,,,,,,,,,,65.25811549997889,None,65.25811549997889,None,65.25811549997889,None,66.2696795000229,None,66.2696795000229,None,66.2696795000229,None,0.05,0.2,66.41813940001884,None,66.41813940001884,None,66.41813940001884,None,space,0.12360880000051111,66.41813940001884,None,66.56073510000715,None,5,001,2020_Apr_15_1939,experiment,2020.1.3,59.95840086580645,
images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box,0,0.2,0.35,0,22,22,69,,,,,,,,,,,,,67.07532489998266,None,67.07532489998266,None,67.07532489998266,None,68.08364010002697,None,68.08364010002697,None,68.08364010002697,None,0.2,0.35,68.29097949998686,None,68.29097949998686,None,68.29097949998686,None,space,0.09283049998339266,68.29097949998686,None,68.40958199999295,None,5,001,2020_Apr_15_1939,experiment,2020.1.3,59.95840086580645,
images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box_with_target,images/light_grey_box,0,0.1,0.25,0,23,23,41,,,,,,,,,,,,,68.9250223999843,None,68.9250223999843,None,68.9250223999843,None,69.94478899997193,None,69.94478899997193,None,69.94478899997193,None,0.0,0.15,70.10710600001039,70.27370030002203,70.10710600001039,70.27370030002203,70.10710600001039,70.27370030002203,space,1.4079062000382692,70.10710600001039,None,71.5438993999851,None,5,001,2020_Apr_15_1939,experiment,2020.1.3,59.95840086580645,
images/light_grey_box,images/light_grey_box,images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box_with_target,images/light_grey_box,0,0.5,0.65,0,24,24,111,,,,,,,,,,,,,72.05672360002063,None,72.05672360002063,None,72.05672360002063,None,73.06531799997902,None,73.06531799997902,None,73.06531799997902,None,0.0,0.15,73.21638050000183,73.45637809997424,73.21638050000183,73.45637809997424,73.21638050000183,73.45637809997424,space,0.2547187000163831,73.21638050000183,None,73.49081190000288,None,5,001,2020_Apr_15_1939,experiment,2020.1.3,59.95840086580645,
images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box,0,0.0,0.15,0,25,25,9,,,,,,,,,,,,,74.00705810001818,None,74.00705810001818,None,74.00705810001818,None,75.01652030000696,None,75.01652030000696,None,75.01652030000696,None,0.5,0.65,75.20614339999156,None,75.20614339999156,None,75.20614339999156,None,space,0.1333161999937147,75.20614339999156,None,75.3567589999875,None,5,001,2020_Apr_15_1939,experiment,2020.1.3,59.95840086580645,
images/light_grey_box,images/light_grey_box,images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box,images/light_grey_box,0,0.3,0.45,0,26,26,99,,,,,,,,,,,,,75.85642999998527,None,75.85642999998527,None,75.85642999998527,None,76.86517070000991,None,76.86517070000991,None,76.86517070000991,None,0.5,0.65,77.05342820001533,77.15577930002473,77.05342820001533,77.15577930002473,77.05342820001533,77.15577930002473,space,0.09889350004959852,77.05342820001533,None,77.17311540001538,None,5,001,2020_Apr_15_1939,experiment,2020.1.3,59.95840086580645,
images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box_with_target,images/light_grey_box,0,0.2,0.35,0,27,27,61,,,,,,,,,,,,,77.67233839997789,None,77.67233839997789,None,77.67233839997789,None,78.68742520001251,None,78.68742520001251,None,78.68742520001251,None,0.5,0.65,78.90586110000731,None,78.90586110000731,None,78.90586110000731,None,space,0.14459129999158904,78.90586110000731,None,79.07278699998278,None,5,001,2020_Apr_15_1939,experiment,2020.1.3,59.95840086580645,
images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box_with_target,images/light_grey_box,0,0.05,0.2,0,28,28,36,,,,,,,,,,,,,79.57206259999657,None,79.57206259999657,None,79.57206259999657,None,80.59390789997997,None,80.59390789997997,None,80.59390789997997,None,0.3,0.44999999999999996,80.7615101999836,80.93848459998844,80.7615101999836,80.93848459998844,80.7615101999836,80.93848459998844,space,1.2022784000146203,80.7615101999836,None,81.99147489998722,None,5,001,2020_Apr_15_1939,experiment,2020.1.3,59.95840086580645,
images/light_grey_box,images/light_grey_box,images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box,images/light_grey_box,0,0.05,0.2,0,29,29,38,,,,,,,,,,,,,82.5048118000268,None,82.5048118000268,None,82.5048118000268,None,83.51584860001458,None,83.51584860001458,None,83.51584860001458,None,0.05,0.2,83.72129949997179,83.85517980001168,83.72129949997179,83.85517980001168,83.72129949997179,83.85517980001168,space,0.2624472000170499,83.72129949997179,None,84.00570009998046,None,5,001,2020_Apr_15_1939,experiment,2020.1.3,59.95840086580645,
images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box_with_target,images/light_grey_box,0,0.05,0.2,0,30,30,24,,,,,,,,,,,,,84.50454190000892,None,84.50454190000892,None,84.50454190000892,None,85.51490279997233,None,85.51490279997233,None,85.51490279997233,None,0.3,0.44999999999999996,85.679918800015,85.83733399998164,85.679918800015,85.83733399998164,85.679918800015,85.83733399998164,space,0.2496211999678053,85.679918800015,None,85.95534039998893,None,5,001,2020_Apr_15_1939,experiment,2020.1.3,59.95840086580645,
images/light_grey_box,images/light_grey_box,images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box,images/light_grey_box_with_target,0,0.1,0.25,0,31,31,57,,,,,,,,,,,,,86.4705584999756,None,86.4705584999756,None,86.4705584999756,None,87.47867699997732,None,87.47867699997732,None,87.47867699997732,None,0.0,0.15,87.65356050000992,87.82013120001648,87.65356050000992,87.82013120001648,87.65356050000992,87.82013120001648,space,0.2415115000330843,87.65356050000992,None,87.92113109998172,None,5,001,2020_Apr_15_1939,experiment,2020.1.3,59.95840086580645,
images/light_grey_box,images/light_grey_box,images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box,images/light_grey_box_with_target,0,0.3,0.45,0,32,32,97,,,,,,,,,,,,,88.43714739999268,None,88.43714739999268,None,88.43714739999268,None,89.4458504000213,None,89.4458504000213,None,89.4458504000213,None,0.05,0.2,89.66988369997125,89.73646099999314,89.66988369997125,89.73646099999314,89.66988369997125,89.73646099999314,space,0.16068999998969957,89.66988369997125,None,89.85435410001082,None,5,001,2020_Apr_15_1939,experiment,2020.1.3,59.95840086580645,
images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box_with_target,images/light_grey_box,0,0.2,0.35,0,33,33,64,,,,,,,,,,,,,90.36967709998135,None,90.36967709998135,None,90.36967709998135,None,91.37928190000821,None,91.37928190000821,None,91.37928190000821,None,0.1,0.25,91.61959229997592,91.68607429997064,91.61959229997592,91.68607429997064,91.61959229997592,91.68607429997064,space,0.0704004000290297,91.61959229997592,None,91.71991629997501,None,5,001,2020_Apr_15_1939,experiment,2020.1.3,59.95840086580645,
images/light_grey_box,images/light_grey_box,images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box_with_target,images/light_grey_box,0,0.5,0.65,0,34,34,112,,,,,,,,,,,,,92.22396550001577,None,92.22396550001577,None,92.22396550001577,None,93.24733089999063,None,93.24733089999063,None,93.24733089999063,None,0.1,0.25,93.39485839998815,93.58634049998363,93.39485839998815,93.58634049998363,93.39485839998815,93.58634049998363,space,0.24980109999887645,93.39485839998815,None,93.67258690000745,None,5,001,2020_Apr_15_1939,experiment,2020.1.3,59.95840086580645,
images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box,0,0.05,0.2,0,35,35,29,,,,,,,,,,,,,94.17449419997865,None,94.17449419997865,None,94.17449419997865,None,95.19530879997183,None,95.19530879997183,None,95.19530879997183,None,0.3,0.44999999999999996,95.38555609999457,95.53532740002265,95.38555609999457,95.53532740002265,95.38555609999457,95.53532740002265,space,0.18108799995388836,95.38555609999457,None,95.5883993000025,None,5,001,2020_Apr_15_1939,experiment,2020.1.3,59.95840086580645,
images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box_with_target,images/light_grey_box,0,0.1,0.25,0,36,36,43,,,,,,,,,,,,,96.10196310002357,None,96.10196310002357,None,96.10196310002357,None,97.11219110002276,None,97.11219110002276,None,97.11219110002276,None,0.5,0.65,97.28298110002652,97.41831600002479,97.28298110002652,97.41831600002479,97.28298110002652,97.41831600002479,space,0.13205640000524,97.28298110002652,None,97.4359090999933,None,5,001,2020_Apr_15_1939,experiment,2020.1.3,59.95840086580645,
images/light_grey_box,images/light_grey_box,images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box,images/light_grey_box_with_target,0,0.5,0.65,0,37,37,117,,,,,,,,,,,,,97.93809989996953,None,97.93809989996953,None,97.93809989996953,None,98.96683649998158,None,98.96683649998158,None,98.96683649998158,None,0.0,0.15,99.16799950000132,99.35111470002448,99.16799950000132,99.35111470002448,99.16799950000132,99.35111470002448,space,0.18498249998083338,99.16799950000132,None,99.38542050000979,None,5,001,2020_Apr_15_1939,experiment,2020.1.3,59.95840086580645,
images/light_grey_box,images/light_grey_box,images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box_with_target,images/light_grey_box,0,0.1,0.25,0,38,38,50,,,,,,,,,,,,,99.88445090001915,None,99.88445090001915,None,99.88445090001915,None,100.89590719999978,None,100.89590719999978,None,100.89590719999978,None,0.05,0.2,101.05996360001154,101.201138000004,101.05996360001154,101.201138000004,101.05996360001154,101.201138000004,space,0.1576457000337541,101.05996360001154,None,101.23523920000298,None,5,001,2020_Apr_15_1939,experiment,2020.1.3,59.95840086580645,
images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box_with_target,0,0.1,0.25,0,39,39,47,,,,,,,,,,,,,101.75080879998859,None,101.75080879998859,None,101.75080879998859,None,102.76091000001179,None,102.76091000001179,None,102.76091000001179,None,0.0,0.15,102.96724750002613,103.05037209996954,102.96724750002613,103.05037209996954,102.96724750002613,103.05037209996954,space,0.11769420001655817,102.96724750002613,None,103.1013643000042,None,5,001,2020_Apr_15_1939,experiment,2020.1.3,59.95840086580645,
images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box_with_target,images/light_grey_box,0,0.5,0.65,0,40,40,101,,,,,,,,,,,,,103.60035670001525,None,103.60035670001525,None,103.60035670001525,None,104.62340350000886,None,104.62340350000886,None,104.62340350000886,None,0.5,0.65,104.77904699998908,104.91695280000567,104.77904699998908,104.91695280000567,104.77904699998908,104.91695280000567,space,0.26665519998641685,104.77904699998908,None,105.07088780001504,None,5,001,2020_Apr_15_1939,experiment,2020.1.3,59.95840086580645,
images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box,0,0.05,0.2,0,41,41,28,,,,,,,,,,,,,105.584864799981,None,105.584864799981,None,105.584864799981,None,106.59460000001127,None,106.59460000001127,None,106.59460000001127,None,0.05,0.2,106.86640449997503,106.95015420002164,106.86640449997503,106.95015420002164,106.86640449997503,106.95015420002164,space,0.16794680000748485,106.86640449997503,None,107.05367320001824,None,5,001,2020_Apr_15_1939,experiment,2020.1.3,59.95840086580645,
images/light_grey_box,images/light_grey_box,images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box,images/light_grey_box,0,0.2,0.35,0,42,42,78,,,,,,,,,,,,,107.56683309999062,None,107.56683309999062,None,107.56683309999062,None,108.57548940001288,None,108.57548940001288,None,108.57548940001288,None,0.1,0.25,108.74979349999921,None,108.74979349999921,None,108.74979349999921,None,space,0.08548990002600476,108.74979349999921,None,108.86660180002218,None,5,001,2020_Apr_15_1939,experiment,2020.1.3,59.95840086580645,
images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box,images/light_grey_box_with_target,images/light_grey_box,images/light_grey_box,0,0.2,0.35,0,43,43,66,,,,,,,,,,,,,109.36594879999757,None,109.36594879999757,None,109.36594879999757,None,110.3778332999791,None,110.3778332999791,None,110.3778332999791,None,0.2,0.35,110.54412350000348,110.73252969997702,110.54412350000348,110.73252969997702,110.54412350000348,110.73252969997702,space,0.2605438000173308,110.54412350000348,None,110.83330830000341,None,5,001,2020_Apr_15_1939,experiment,2020.1.3,59.95840086580645,
images/light_grey_box,images/light_grey_box,images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box,images/light_grey_box_with_target,0,0.05,0.2,0,44,44,37,,,,,,,,,,,,,111.33410969999386,None,111.33410969999386,None,111.33410969999386,None,112.36111120000714,None,112.36111120000714,None,112.36111120000714,None,0.2,0.35,112.58190709998598,112.64850609999849,112.58190709998598,112.64850609999849,112.58190709998598,112.64850609999849,space,0.08059269998921081,112.58190709998598,None,112.68329289997928,None,5,001,2020_Apr_15_1939,experiment,2020.1.3,59.95840086580645,
images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box_with_target,images/light_grey_box,0,0.5,0.65,0,45,45,104,,,,,,,,,,,,,113.19929179997416,None,113.19929179997416,None,113.19929179997416,None,114.21228350000456,None,114.21228350000456,None,114.21228350000456,None,0.0,0.15,114.39841040002648,114.51612510002451,114.39841040002648,114.51612510002451,114.39841040002648,114.51612510002451,space,0.11365419998764992,114.39841040002648,None,114.53447539999615,None,5,001,2020_Apr_15_1939,experiment,2020.1.3,59.95840086580645,
